date,sentiment_avg,sentiment_std,post_count,finbert_confidence,finbert_confidence,positive_count,negative_count,neutral_count,total_posts,%pos,%neg,%neu,sentiment_momentum,Open,Close,High,Low,Volume,daily_return,volatility,price_change,volume_ma,volume_spike
2025-06-02,1.0,0.0,1,543.0,0.9531757235527039,1,0,0,1,1.0,0.0,0.0,1.0,343.5,342.69000244140625,348.0199890136719,333.3299865722656,81873800,-0.0023580714951783113,0.042765654851255455,-0.01088145559849063,97964800.0,0.8357471254981381
2025-06-03,0.0,0.0,1,294.0,0.7726694345474243,0,0,1,1,0.0,0.0,1.0,-1.0,346.6000061035156,344.2699890136719,355.3999938964844,343.0400085449219,99324500,-0.006722495813078164,0.035660661090326305,0.004610541775392996,101557733.33333333,0.9780102089714487
2025-06-04,0.0,0.0,1,164.0,0.8460674285888672,0,0,1,1,0.0,0.0,1.0,0.0,345.1000061035156,332.04998779296875,345.6000061035156,327.3299865722656,98912100,-0.03781517844028207,0.05294123213017202,-0.03549540073392177,93370133.33333333,1.0593548115314533
2025-06-05,0.0,0.0,1,308.0,0.8011155724525452,0,0,1,1,0.0,0.0,1.0,0.0,322.489990234375,284.70001220703125,324.54998779296875,273.2099914550781,287499800,-0.11718186353591704,0.15919872830960868,-0.14259893789082123,161912133.33333334,1.7756532143771806
2025-06-09,1.0,0.0,1,614.0,0.8788840174674988,1,0,0,1,1.0,0.0,0.0,0.5,285.9599914550781,308.5799865722656,309.8299865722656,281.8500061035156,140908900,0.079101957592347,0.09784578718993778,0.04553761352840424,197718800.0,0.7126732511020702
2025-06-10,0.0,0.0,3,1007.6666666666666,0.9182110627492269,0,0,3,3,0.0,0.0,1.0,-1.0,314.94000244140625,326.0899963378906,327.8299865722656,310.6700134277344,151256500,0.035403549279386326,0.0544864831761847,0.05674382827003055,152304366.66666666,0.9931199171133418
2025-06-11,0.0,0.0,2,158.5,0.9228965938091278,0,0,2,2,0.0,0.0,1.0,0.0,334.3999938964844,326.42999267578125,335.5,322.5,122611400,-0.023833736142860964,0.03887559879568728,0.0010426457165473302,138258933.33333334,0.8868244318390035
2025-06-12,0.0,0.0,1,553.0,0.9333555102348328,0,0,1,1,0.0,0.0,1.0,0.0,323.0799865722656,319.1099853515625,332.55999755859375,316.8599853515625,105127500,-0.012287982498770863,0.04859481509084288,-0.022424432461661592,126331800.0,0.8321538994932393
2025-06-13,0.0,0.0,1,361.0,0.9169343709945679,0,0,1,1,0.0,0.0,1.0,0.0,313.9700012207031,325.30999755859375,332.989990234375,313.29998779296875,128964300,0.03611808865114871,0.06271300558923555,0.019429076154419578,118901066.66666667,1.0846353495006493
2025-06-18,0.3333333333333333,0.5773502691896258,3,457.3333333333333,0.8495154976844788,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,317.30999755859375,322.04998779296875,329.32000732421875,315.45001220703125,95137700,0.01493804251629268,0.04371118220007013,0.0180179597897272,89115433.33333333,1.0675782683358626
2025-06-20,0.3333333333333333,0.5773502691896258,3,294.0,0.8106677333513895,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,327.95001220703125,322.1600036621094,332.3599853515625,317.7799987792969,108688000,-0.01765515575363573,0.04445795404654975,0.0003416111576173275,97369466.66666667,1.1162431480915989
2025-06-23,0.25,0.5,4,534.5,0.8192789256572723,1,0,3,4,0.25,0.0,0.75,0.15,327.5400085449219,348.67999267578125,357.5400085449219,327.4800109863281,190716800,0.06454168522731794,0.09177504052751785,0.0823193093872907,131514166.66666667,1.4501616429155286
2025-06-26,0.0,0.0,1,263.0,0.9291750192642212,0,0,1,1,0.0,0.0,1.0,-0.25,324.6099853515625,325.7799987792969,331.04998779296875,323.6099853515625,80440900,0.0036043667186245513,0.022919820021397374,-0.0054037218123500486,105007400.0,0.7660498212506928
2025-06-27,-0.25,0.5,4,345.0,0.7388716042041779,0,1,3,4,0.0,0.25,0.75,-0.25,324.510009765625,323.6300048828125,329.3399963378906,317.5,89067000,-0.002711795803920123,0.03648576617541621,-0.006599526995335614,96451000.0,0.9234429917782087
2025-07-01,0.0,0.0,2,288.0,0.9233516752719879,0,0,2,2,0.0,0.0,1.0,-0.16666666666666666,298.4599914550781,300.7099914550781,305.8900146484375,293.2099914550781,145085700,0.007538698868919095,0.04248483400250942,-0.05335897504131726,103615933.33333333,1.4002257696531872
2025-07-02,0.0,0.0,2,204.0,0.9137094616889954,0,0,2,2,0.0,0.0,1.0,0.0,312.6300048828125,315.6499938964844,316.8299865722656,303.82000732421875,119483700,0.009659946155212772,0.041614621261076935,0.04968242780731846,113754833.33333333,1.0503615231001173
2025-07-03,0.3333333333333333,0.5773502691896258,3,395.6666666666667,0.8107280929883321,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,317.989990234375,315.3500061035156,318.45001220703125,312.760009765625,58042300,-0.008302098216719246,0.01789365268137033,-0.0009503811144286889,107537233.33333333,0.5397414290926212
2025-07-07,0.0,0.0,1,61.0,0.7418758869171143,0,0,1,1,0.0,0.0,1.0,0.0,291.3699951171875,293.94000244140625,296.1499938964844,288.7699890136719,131177900,0.008820425463456202,0.025328637150315702,-0.06789282780315342,102901300.0,1.2747934185476764
2025-07-09,0.0,0.0,1,2894.0,0.8866025805473328,0,0,1,1,0.0,0.0,1.0,0.0,297.54998779296875,295.8800048828125,300.1499938964844,293.54998779296875,75586800,-0.0056124448955387,0.022181167448434982,-0.0064806174796113725,103337133.33333333,0.7314582625026048
2025-07-10,0.0,0.0,4,1074.75,0.789052739739418,0,0,4,4,0.0,0.0,1.0,0.0,300.04998779296875,309.8699951171875,310.4800109863281,300.0,104365300,0.032727904428359614,0.034927550117279854,0.0472826483827995,94399600.0,1.1055693032597596
2025-07-11,0.0,0.0,1,80.0,0.8972144722938538,0,0,1,1,0.0,0.0,1.0,0.0,307.8900146484375,313.510009765625,314.0899963378906,305.6499938964844,78921900,0.01825325554518116,0.027412394166285062,0.01174690904506881,86291333.33333333,0.9145982215286201
